taxpayer_id,taxpayer_type,sector,annual_revenue,revenue_growth,tax_to_revenue_ratio,late_filing_count,correction_history_count,related_party_transactions,kpp_region,pkp_status,business_size,cash_transaction_ratio,e_invoice_mismatch_rate,prior_audit_adjustment_amount,demographic_group,leakage_previous_system_score,risk_probability_target,audit_risk_label
WP-2026-00029,Badan,Perdagangan,50000000.0,0.3367,0.0435,5,0,0,KPP Delta,PKP,Kecil,0.4113,0.0306,0.0,Group D,94.66,95.06,1
WP-2026-00030,Badan,Perdagangan,50000000.0,0.4945,0.1852,1,0,0,KPP Beta,PKP,Menengah,0.1138,0.1759,0.0,Group A,9.81,12.91,0
WP-2026-00031,Orang Pribadi,Jasa,50000000.0,0.4329,0.0679,1,1,1,KPP Delta,PKP,Menengah,0.2188,0.0103,812222.0,Group A,39.89,40.78,1
WP-2026-00032,Orang Pribadi,Perdagangan,50000000.0,0.031,0.0627,3,1,0,KPP Alpha,Non-PKP,Kecil,0.2642,0.0967,0.0,Group B,44.27,38.64,1
WP-2026-00033,Badan,Manufaktur,50000000.0,-0.6967,0.2941,1,0,0,KPP Beta,Non-PKP,Menengah,0.3801,0.0975,1965711.0,Group A,34.83,32.37,0
WP-2026-00034,Badan,Konstruksi,50000000.0,0.2051,0.0928,2,2,0,KPP Beta,PKP,Kecil,0.3351,0.024,0.0,Group A,30.38,41.94,0
WP-2026-00035,Badan,Perdagangan,50000000.0,0.5506,0.047,0,0,1,KPP Epsilon,PKP,Menengah,0.5195,0.3203,322473.0,Group D,5.71,18.57,0
WP-2026-00036,Badan,Manufaktur,50000000.0,0.4748,0.0467,1,3,0,KPP Delta,Non-PKP,Mikro,0.1098,0.0345,2143371.0,Group C,70.12,81.26,0
WP-2026-00037,Badan,Konstruksi,50000000.0,0.2281,0.0651,3,0,1,KPP Delta,PKP,Menengah,0.175,0.0499,1426246.0,Group D,38.9,47.05,1
WP-2026-00038,Badan,Konstruksi,50000000.0,-0.3006,0.2179,0,0,0,KPP Alpha,PKP,Besar,0.4195,0.0599,266092.0,Group A,22.03,26.57,0
WP-2026-00039,Badan,Transportasi,50000000.0,-0.0881,0.1195,2,2,0,KPP Alpha,Non-PKP,Mikro,0.2373,0.0899,0.0,Group A,41.18,43.89,0
WP-2026-00040,Badan,Jasa,50000000.0,0.6988,0.114,1,0,0,KPP Delta,PKP,Kecil,0.3333,0.266,12282764.0,Group B,12.7,13.1,1
WP-2026-00041,Badan,Transportasi,50000000.0,-0.3734,0.116,0,0,0,KPP Beta,Non-PKP,Mikro,0.2626,0.0177,0.0,Group B,8.55,8.76,0
WP-2026-00042,Orang Pribadi,Perdagangan,50000000.0,-0.2873,0.0538,3,0,1,KPP Epsilon,PKP,Mikro,0.2592,0.0917,0.0,Group A,59.59,59.88,1
WP-2026-00043,Badan,Jasa,50000000.0,0.3816,0.1347,2,1,0,KPP Delta,Non-PKP,Besar,0.058,0.0946,0.0,Group C,83.59,76.73,1
WP-2026-00044,Badan,,50000000.0,-0.058,0.038,1,0,0,KPP Gamma,Non-PKP,Kecil,0.288,0.024,543097.0,Group D,42.92,52.98,0
WP-2026-00045,Orang Pribadi,Jasa,50000000.0,-0.2982,0.1829,0,0,0,KPP Delta,PKP,Kecil,0.3017,0.0707,1149110.0,Group B,12.14,10.14,0
WP-2026-00046,Orang Pribadi,Jasa,50000000.0,0.569,0.0963,2,0,0,KPP Epsilon,PKP,Kecil,0.0851,0.0583,600910.0,Group B,19.63,17.66,0
WP-2026-00047,Badan,Perdagangan,50000000.0,0.2275,0.0653,0,1,0,KPP Gamma,PKP,Besar,0.2094,0.0145,0.0,Group B,15.88,23.45,1
WP-2026-00048,Badan,Konstruksi,50000000.0,-0.0422,0.0186,1,2,0,KPP Delta,Non-PKP,Kecil,0.1403,0.1455,919812.0,Group A,90.2,87.0,1
WP-2026-00049,Badan,Jasa,50000000.0,-0.2866,0.0675,1,1,1,KPP Epsilon,PKP,Menengah,0.5142,0.1559,8429028.0,Group A,57.91,55.67,1
WP-2026-00050,Badan,perdagangan,50000000.0,0.7352,0.1419,1,1,0,KPP Beta,PKP,Kecil,0.1754,0.0835,0.0,Group B,20.64,20.9,0
WP-2026-00051,Badan,Perdagangan,50000000.0,0.0722,0.1446,2,1,0,KPP Epsilon,Non-PKP,Mikro,0.0455,0.0483,0.0,Group B,30.47,44.97,1
WP-2026-00052,Badan,Jasa,50000000.0,0.5271,0.0119,2,0,0,KPP Alpha,PKP,Menengah,0.3989,0.0692,0.0,Group B,77.74,71.96,1
WP-2026-00053,Orang Pribadi,Jasa,50000000.0,0.366,0.1148,1,0,0,KPP Delta,PKP,Mikro,0.298,0.0107,0.0,Group C,51.69,50.33,1
WP-2026-00054,Badan,Jasa,50000000.0,-0.0867,0.0353,1,1,0,KPP Delta,PKP,Menengah,0.1663,0.156,0.0,Group A,78.37,75.95,0
WP-2026-00055,Badan,Perdagangan,50000000.0,-0.0841,0.0356,1,0,0,KPP Delta,Non-PKP,Kecil,0.2472,0.0176,0.0,Group A,35.83,56.18,0
WP-2026-00056,Orang Pribadi,Konstruksi,50000000.0,0.5428,0.1184,0,0,0,KPP Gamma,PKP,Menengah,0.2801,0.0517,0.0,Group A,19.24,22.43,0
WP-2026-00057,Badan,Digital,50000000.0,0.548,0.2122,1,0,0,KPP Delta,Non-PKP,Menengah,0.3206,0.1172,4887887.0,Group A,10.19,18.79,0
WP-2026-00058,Badan,Manufaktur,50000000.0,-0.5206,0.0733,2,0,1,KPP Alpha,PKP,Menengah,0.2063,0.1859,0.0,Group B,57.24,49.48,1
WP-2026-00059,Badan,Manufaktur,50000000.0,0.2559,0.1393,1,1,0,KPP Alpha,Non-PKP,Mikro,0.2915,0.1533,613733.0,Group C,57.77,64.4,1
WP-2026-00060,Badan,Transportasi,50000000.0,0.0412,0.2007,5,4,0,KPP Beta,PKP,Menengah,0.3547,0.108,0.0,Group D,93.95,85.07,1
WP-2026-00061,Badan,Digital,50000000.0,-0.2507,0.1067,1,1,1,KPP Gamma,PKP,Besar,0.0706,0.1337,0.0,Group B,44.59,38.87,1
WP-2026-00062,Badan,Manufaktur,50000000.0,0.1638,0.05,2,0,1,KPP Gamma,Non-PKP,Kecil,0.094,0.0767,328449.0,Group B,38.86,37.53,0
WP-2026-00063,Badan,Transportasi,50000000.0,-0.3519,0.0198,3,0,1,KPP Beta,Non-PKP,Kecil,0.1486,0.0884,0.0,Group A,96.08,89.27,1
WP-2026-00064,Orang Pribadi,Digital,50000000.0,-0.0693,0.1622,2,2,0,KPP Epsilon,PKP,Menengah,0.0595,0.1029,0.0,Group B,33.15,38.82,0
WP-2026-00065,Badan,Konstruksi,50000000.0,-0.1755,0.2075,2,1,0,KPP Beta,PKP,Mikro,0.5503,0.1729,277494.0,Group A,65.62,70.21,0
WP-2026-00066,Badan,Jasa,50000000.0,-0.0799,0.0465,1,0,0,KPP Gamma,PKP,Menengah,0.0933,0.1291,0.0,Group C,38.58,33.05,1
WP-2026-00067,Badan,Perdagangan,50000000.0,0.0571,0.058,3,0,0,KPP Gamma,PKP,Menengah,0.3811,0.0364,1133784.0,Group B,17.55,23.18,1
WP-2026-00068,Badan,Perdagangan,50000000.0,-0.245,0.0875,1,1,0,KPP Alpha,Non-PKP,Mikro,0.0751,0.2474,1111897.0,Group A,20.32,28.27,0
WP-2026-00069,Badan,Jasa,50000000.0,0.5834,0.1899,1,0,0,KPP Delta,Non-PKP,Menengah,0.1252,0.0269,0.0,Group A,19.47,21.4,0
WP-2026-00070,Badan,Manufaktur,50000000.0,0.2379,0.0423,1,0,1,KPP Gamma,PKP,Menengah,0.3689,0.0251,1074285.0,Group A,73.32,78.61,1
WP-2026-00071,Badan,Jasa,50000000.0,0.6543,0.1197,2,2,1,KPP Alpha,PKP,Kecil,0.4564,0.1725,483280.0,Group D,74.33,63.14,1
WP-2026-00072,Badan,Manufaktur,50000000.0,0.0288,0.0543,0,2,0,KPP Epsilon,PKP,Besar,0.0792,0.1001,4146603.0,Group A,35.47,30.82,1
WP-2026-00073,Orang Pribadi,Manufaktur,50000000.0,-0.0956,0.1745,0,0,1,KPP Delta,PKP,Mikro,0.3454,0.0792,0.0,Group A,19.28,22.73,0
WP-2026-00074,Badan,Transportasi,50000000.0,0.6427,0.0615,0,1,1,KPP Delta,PKP,Kecil,0.0513,0.0686,3292931.0,Group A,14.73,20.74,0
WP-2026-00075,Badan,Perdagangan,50000000.0,-0.105,0.1784,2,0,0,KPP Epsilon,Non-PKP,Besar,0.0772,0.1497,0.0,Group C,51.27,49.23,1
WP-2026-00076,Badan,Perdagangan,50000000.0,0.0229,0.0202,0,3,1,KPP Epsilon,PKP,Kecil,0.4046,0.1067,0.0,Group B,75.65,68.53,0
WP-2026-00077,Badan,Konstruksi,650000000.0,0.3104,0.1633,2,0,0,KPP Beta,PKP,Menengah,0.5138,0.0461,1896815.0,Group B,22.0,20.26,0
WP-2026-00078,Badan,Transportasi,50000000.0,-0.3161,0.118,0,1,0,KPP Delta,Non-PKP,Mikro,0.4147,0.2154,846045.0,Group A,25.92,31.62,0
WP-2026-00079,Badan,Digital,50000000.0,0.3076,0.1195,1,1,1,KPP Delta,PKP,Kecil,0.3766,0.1867,0.0,Group A,34.78,43.4,1
WP-2026-00080,Orang Pribadi,Transportasi,50000000.0,0.2667,0.0593,3,0,0,KPP Beta,PKP,Mikro,0.2872,0.0565,0.0,Group C,65.67,67.94,1
WP-2026-00081,Badan,Transportasi,50000000.0,0.4862,0.0143,0,0,0,KPP Beta,PKP,Menengah,0.183,0.1384,2228216.0,Group A,33.76,31.87,0
WP-2026-00082,Badan,Jasa,50000000.0,0.3648,0.0376,2,1,1,KPP Alpha,PKP,Menengah,0.4515,0.0841,0.0,Group A,90.8,93.62,1
WP-2026-00083,Orang Pribadi,Jasa,50000000.0,0.496,0.1519,1,1,0,KPP Delta,PKP,Besar,0.307,0.1265,0.0,Group B,21.26,15.22,0
WP-2026-00084,Badan,Perdagangan,50000000.0,0.0447,0.08,3,0,0,KPP Delta,PKP,Besar,0.128,0.0139,0.0,Group A,47.36,44.2,1
WP-2026-00085,Badan,Manufaktur,50000000.0,-0.1961,0.0898,2,1,0,KPP Delta,PKP,Menengah,0.0848,0.2259,739055.0,Group A,66.33,64.9,1
WP-2026-00086,Badan,Digital,50000000.0,0.7552,,1,2,0,KPP Beta,PKP,Menengah,0.1163,0.0366,774622.0,Group C,66.74,63.69,0
WP-2026-00087,Orang Pribadi,Jasa,50000000.0,-0.4085,0.134,1,0,0,KPP Alpha,PKP,Menengah,0.2093,0.0354,0.0,Group B,2.37,10.7,0
WP-2026-00088,Badan,Manufaktur,50000000.0,-0.3765,0.153,0,2,0,KPP Gamma,PKP,Besar,0.17,0.1272,6104163.0,Group A,37.62,40.61,0
WP-2026-00089,Badan,Jasa,50000000.0,0.2608,0.107,0,1,1,KPP Gamma,PKP,Menengah,0.3647,0.0515,0.0,Group A,5.82,12.06,0
WP-2026-00090,Badan,Perdagangan,185626458.0,0.6,0.1677,1,1,0,KPP Epsilon,PKP,Besar,0.0987,0.0878,0.0,Group C,75.27,72.97,1
WP-2026-00091,Badan,,50000000.0,0.1407,0.2205,1,3,0,KPP Epsilon,PKP,Kecil,0.2831,0.022,609974.0,Group A,38.05,44.2,1
WP-2026-00092,Badan,Perdagangan,50000000.0,0.3998,0.1273,2,1,0,KPP Epsilon,PKP,Kecil,0.0369,0.0913,0.0,Group A,33.63,33.14,0
WP-2026-00093,Badan,Digital,50000000.0,-0.5587,0.2128,1,1,0,KPP Delta,PKP,Menengah,0.151,0.1085,0.0,Group B,18.02,19.0,0
WP-2026-00094,Badan,Jasa,50000000.0,-0.0799,0.1491,1,1,0,KPP Epsilon,Non-PKP,Kecil,0.4318,0.1284,0.0,Group B,14.48,10.88,1
WP-2026-00095,Badan,Transportasi,50000000.0,-0.5197,0.0734,0,2,0,KPP Gamma,PKP,Kecil,0.1309,0.0072,0.0,Group D,21.38,28.56,0
WP-2026-00096,Badan,Konstruksi,50000000.0,0.3297,0.178,0,1,0,KPP Alpha,PKP,Besar,0.3505,0.0572,0.0,Group A,31.48,28.77,0
WP-2026-00097,Badan,Perdagangan,50000000.0,-0.4151,0.071,4,0,0,KPP Alpha,PKP,Kecil,0.0645,0.0895,2944209.0,Group A,56.44,62.86,1
WP-2026-00098,Badan,Perdagangan,50000000.0,-0.3289,,0,0,0,KPP Beta,PKP,Kecil,0.1301,0.0566,0.0,Group B,45.89,51.68,0
WP-2026-00099,Badan,Transportasi,50000000.0,0.2445,0.0711,0,1,0,KPP Beta,Non-PKP,Kecil,0.252,0.0186,409456.0,Group B,11.94,12.79,0
WP-2026-00100,Orang Pribadi,Perdagangan,50000000.0,0.4198,0.1025,2,0,0,KPP Alpha,Non-PKP,Kecil,0.3851,0.0756,0.0,Group A,57.71,50.55,1
WP-2026-00101,Orang Pribadi,Digital,50000000.0,0.0291,0.1078,0,0,0,KPP Epsilon,Non-PKP,Menengah,0.2334,0.0362,57540.0,Group B,1.64,6.69,0
WP-2026-00102,Badan,Perdagangan,50000000.0,0.2625,0.1174,2,3,0,KPP Alpha,PKP,Besar,0.2812,0.0443,0.0,Group A,60.31,70.98,1
WP-2026-00103,Badan,Konstruksi,50000000.0,0.2521,0.1895,2,2,0,KPP Epsilon,PKP,Besar,0.0986,0.0948,2382308.0,Group C,67.17,72.84,0
WP-2026-00104,Orang Pribadi,Transportasi,50000000.0,0.0111,0.062,2,2,1,KPP Delta,Non-PKP,Menengah,0.2523,0.0111,0.0,Group C,77.8,80.11,1
WP-2026-00105,Orang Pribadi,Perdagangan,50000000.0,-0.2703,0.0809,1,0,0,KPP Delta,PKP,Menengah,0.2542,0.3066,0.0,Group B,37.52,26.31,0
WP-2026-00106,Badan,Perdagangan,50000000.0,0.2608,0.3545,0,2,0,KPP Delta,PKP,Kecil,0.1879,0.1142,0.0,Group D,31.13,28.8,0
WP-2026-00107,Badan,Digital,50000000.0,0.2762,0.0379,0,4,0,KPP Beta,PKP,Besar,0.4488,0.0604,0.0,Group D,81.26,85.78,1
WP-2026-00108,Badan,Perdagangan,50000000.0,0.3661,0.0732,0,1,0,KPP Delta,PKP,Kecil,0.1008,0.0798,0.0,Group A,6.71,7.56,0
WP-2026-00109,Badan,Jasa,50000000.0,0.1799,0.1321,0,4,0,KPP Alpha,Non-PKP,Mikro,0.0519,0.035,805244.0,Group A,42.79,33.36,0
WP-2026-00110,Orang Pribadi,Jasa,50000000.0,-0.2939,0.1975,3,0,0,KPP Epsilon,Non-PKP,Besar,0.2807,0.011,0.0,Group B,26.86,28.3,0
WP-2026-00111,Badan,Perdagangan,50000000.0,0.3009,0.0393,2,0,0,KPP Beta,PKP,Besar,0.36,0.0346,900337.0,Group A,61.71,63.08,0
WP-2026-00112,Badan,,50000000.0,0.0796,0.1634,0,0,0,KPP Beta,PKP,Kecil,0.2118,0.0288,1277567.0,Group B,2.46,4.89,0
WP-2026-00113,Badan,Konstruksi,50000000.0,-0.0745,0.1383,0,2,0,KPP Delta,Non-PKP,Menengah,0.2977,0.0332,0.0,Group A,26.2,22.02,0
WP-2026-00114,Badan,Jasa,50000000.0,-0.0143,0.0575,1,0,1,KPP Delta,PKP,Kecil,0.5318,0.1569,463041.0,Group D,21.61,24.77,0
WP-2026-00115,Badan,Transportasi,50000000.0,-0.1409,0.097,1,1,0,KPP Gamma,Non-PKP,Kecil,0.1493,0.1143,0.0,Group B,22.47,17.23,1
WP-2026-00116,Orang Pribadi,Perdagangan,50000000.0,0.3644,0.0661,2,3,0,KPP Delta,PKP,Kecil,0.0716,0.0309,1908486.0,Group C,80.47,74.1,1
WP-2026-00117,Orang Pribadi,,50000000.0,-0.3738,0.0309,2,0,1,KPP Alpha,Non-PKP,Mikro,0.3524,0.0035,714756.0,Group B,84.95,81.27,1
WP-2026-00118,Badan,Manufaktur,50000000.0,-0.2379,0.1844,2,0,0,KPP Delta,PKP,Menengah,0.148,0.1494,18819.0,Group A,32.24,33.59,1
WP-2026-00119,Badan,Digital,50000000.0,-0.0252,0.0033,4,2,0,KPP Beta,PKP,Kecil,0.256,0.0698,0.0,Group C,88.34,96.73,1
WP-2026-00120,Badan,Perdagangan,50000000.0,0.5964,0.1489,0,0,0,KPP Beta,Non-PKP,Menengah,0.2995,0.1602,2874977.0,Group A,8.01,9.35,0
WP-2026-00121,Badan,perdagangan,50000000.0,0.4174,0.1311,0,1,1,KPP Alpha,Non-PKP,Kecil,0.3277,0.0905,403172.0,Group A,13.4,17.41,1
WP-2026-00122,Badan,Manufaktur,50000000.0,-0.4451,0.0364,5,0,0,KPP Beta,Non-PKP,Besar,0.7171,0.0569,0.0,Group A,92.77,97.44,1
WP-2026-00123,Badan,Transportasi,50000000.0,0.5124,0.0624,0,1,1,KPP Beta,PKP,Menengah,0.2775,0.0408,0.0,Group C,42.2,43.63,1
WP-2026-00124,Badan,Perdagangan,50000000.0,0.5118,0.0367,2,0,0,KPP Gamma,Non-PKP,Besar,0.0634,0.0484,95836.0,Group A,60.35,57.47,0
WP-2026-00125,Badan,Jasa,50000000.0,-0.2957,0.1191,2,0,0,KPP Alpha,PKP,Mikro,0.6373,0.0891,0.0,Group A,30.8,34.53,0
WP-2026-00126,Badan,Konstruksi,50000000.0,-0.7269,0.3282,3,0,0,KPP Alpha,PKP,Menengah,0.5037,0.0552,0.0,Group A,19.49,27.74,1
WP-2026-00127,Badan,Jasa,50000000.0,0.0569,0.0453,1,0,0,KPP Gamma,PKP,Besar,0.3001,0.0445,1228811.0,Group A,16.55,22.31,0
WP-2026-00128,Badan,Perdagangan,50000000.0,0.4392,0.2279,4,1,0,KPP Alpha,PKP,Kecil,0.3295,0.0459,495315.0,Group A,83.94,73.8,0
WP-2026-00129,Badan,Perdagangan,50000000.0,0.5892,0.0711,1,0,0,KPP Delta,Non-PKP,Kecil,0.1185,0.0231,0.0,Group B,30.97,27.67,0
WP-2026-00130,Badan,Jasa,50000000.0,-0.1987,0.0801,0,2,0,KPP Epsilon,Non-PKP,Kecil,0.3462,0.1649,0.0,Group A,14.4,20.15,0
WP-2026-00131,Badan,Jasa,50000000.0,0.6406,0.0744,4,0,0,KPP Gamma,PKP,Kecil,0.1028,0.1599,0.0,Group A,71.79,64.05,0
WP-2026-00132,Orang Pribadi,Transportasi,50000000.0,-0.6329,,0,3,1,KPP Epsilon,PKP,Kecil,0.2247,0.039,0.0,Group B,43.04,44.48,1
WP-2026-00133,Badan,Manufaktur,50000000.0,-0.0378,0.0433,0,1,0,KPP Alpha,PKP,Kecil,0.1376,0.1733,0.0,Group C,92.02,78.35,1
WP-2026-00134,Badan,Konstruksi,50000000.0,-0.0535,0.0793,1,0,0,KPP Alpha,PKP,Kecil,0.2155,0.0303,1738462.0,Group A,14.19,12.62,0
WP-2026-00135,Badan,Digital,50000000.0,0.4487,0.0878,0,2,0,KPP Delta,PKP,Menengah,0.2957,0.0293,842425.0,Group A,26.17,22.78,1
WP-2026-00136,Badan,Jasa,50000000.0,0.4955,0.1218,1,0,0,KPP Delta,Non-PKP,Mikro,0.0546,0.101,426198.0,Group A,22.93,17.9,0
WP-2026-00137,Orang Pribadi,Jasa,50000000.0,0.3854,0.1019,1,1,0,KPP Delta,PKP,Kecil,0.3314,0.0968,3057471.0,Group D,38.88,29.97,1
WP-2026-00138,Badan,Digital,50000000.0,-0.3522,0.1157,1,0,0,KPP Alpha,PKP,Menengah,0.0757,0.1223,1927555.0,Group A,19.46,22.09,0
WP-2026-00139,Orang Pribadi,Perdagangan,50000000.0,0.356,0.2303,1,0,0,KPP Delta,Non-PKP,Mikro,0.3732,0.0173,0.0,Group A,26.03,17.64,0
WP-2026-00140,Badan,Konstruksi,50000000.0,0.2429,0.0042,0,0,0,KPP Beta,PKP,Kecil,0.2681,0.1848,0.0,Group B,52.84,56.58,1
WP-2026-00141,Badan,Konstruksi,50000000.0,-0.4548,0.0266,2,1,0,KPP Beta,PKP,Kecil,0.1443,0.0187,0.0,Group A,80.26,82.43,0
WP-2026-00142,Badan,Perdagangan,50000000.0,-0.5814,0.0533,2,1,0,KPP Alpha,PKP,Mikro,0.0707,0.0608,1016046.0,Group A,41.1,41.05,0
WP-2026-00143,Orang Pribadi,Jasa,50000000.0,0.4122,0.0263,0,0,0,KPP Epsilon,PKP,Kecil,0.3363,0.2785,748767.0,Group A,45.73,40.21,0
WP-2026-00144,Badan,Perdagangan,50000000.0,0.0224,0.0467,2,1,0,KPP Alpha,PKP,Mikro,0.4097,0.049,0.0,Group B,26.58,28.56,0
WP-2026-00145,Badan,Perdagangan,50000000.0,-0.3313,0.0141,2,3,0,KPP Delta,Non-PKP,Kecil,0.1484,0.1404,0.0,Group B,97.48,87.58,1
WP-2026-00146,Badan,Jasa,50000000.0,0.0134,0.0534,0,2,0,KPP Delta,PKP,Besar,0.2388,0.1109,0.0,Group B,20.51,12.55,0
WP-2026-00147,Badan,,50000000.0,0.1965,0.1601,0,0,0,KPP Delta,Non-PKP,Besar,0.1673,0.0852,0.0,Group C,58.11,57.87,1
WP-2026-00148,Badan,,50000000.0,0.0535,0.044,0,0,0,KPP Delta,Non-PKP,Kecil,0.7472,0.0615,277258.0,Group A,42.77,48.57,1
WP-2026-00149,Badan,Digital,50000000.0,-0.4166,,3,0,0,KPP Delta,Non-PKP,Kecil,0.1594,0.0914,0.0,Group D,64.29,58.29,0
WP-2026-00150,Badan,Transportasi,50000000.0,0.6834,0.1358,2,0,1,KPP Alpha,Non-PKP,Kecil,0.2368,0.0637,0.0,Group C,56.67,69.24,1
WP-2026-00151,Orang Pribadi,Perdagangan,50000000.0,0.4013,0.0922,1,2,1,KPP Alpha,Non-PKP,Besar,0.4784,0.089,1916113.0,Group C,87.17,82.73,1
WP-2026-00152,Orang Pribadi,Perdagangan,50000000.0,-0.0273,0.0235,0,2,1,KPP Gamma,Non-PKP,Menengah,0.1507,0.0883,0.0,Group C,89.02,93.96,1
WP-2026-00153,Badan,Dagang,50000000.0,-0.0144,0.1574,0,2,1,KPP Beta,PKP,Mikro,0.2554,0.0834,0.0,Group A,59.93,52.4,1
WP-2026-00154,Badan,Perdagangan,50000000.0,0.195,0.0384,1,0,1,KPP Alpha,PKP,Mikro,0.2485,0.1085,396049.0,Group A,63.71,72.02,1
WP-2026-00155,Badan,Digital,50000000.0,-0.2815,0.0647,0,0,0,KPP Alpha,Non-PKP,Kecil,0.3057,0.0439,0.0,Group B,14.36,18.33,0
